game_id,move_number,player,from_row,from_col,to_row,to_col,piece_type,captures,promotion,classification,move_score,outcome_contribution,timestamp
d30fdcc5,55,white,8,5,6,7,pion,"7,6",False,capture,18.5,positive,2025-04-26 15:45:33
d30fdcc5,56,black,4,7,5,8,pion,,False,middle_game,8.5,negative,2025-04-26 15:45:33
d30fdcc5,57,white,6,9,4,7,pion,"5,8",False,capture,18.5,positive,2025-04-26 15:45:40
d30fdcc5,58,black,0,7,1,6,pion,,False,middle_game,7.5,negative,2025-04-26 15:45:41
d30fdcc5,59,white,4,7,3,6,pion,,False,middle_game,8.5,positive,2025-04-26 15:45:45
d30fdcc5,60,black,1,6,2,5,pion,,False,middle_game,8.5,negative,2025-04-26 15:45:46
d30fdcc5,61,white,3,6,1,4,pion,"2,5",False,capture,17.5,positive,2025-04-26 15:45:49
d30fdcc5,62,black,0,3,2,5,pion,"1,4",False,capture,18.5,negative,2025-04-26 15:45:49
d30fdcc5,63,white,6,7,5,6,pion,,False,middle_game,9.5,positive,2025-04-26 15:45:51
d30fdcc5,64,black,2,5,3,6,pion,,False,middle_game,8.5,negative,2025-04-26 15:45:52
d30fdcc5,65,white,8,7,7,8,pion,,False,middle_game,7.5,positive,2025-04-26 15:45:54
d30fdcc5,66,black,3,6,4,5,pion,,False,middle_game,9.5,negative,2025-04-26 15:45:55
d30fdcc5,67,white,5,6,3,4,pion,"4,5",False,capture,18.5,positive,2025-04-26 15:45:56
d30fdcc5,68,black,1,0,2,1,pion,,False,end_game,6.5,negative,2025-04-26 15:45:57
d30fdcc5,69,white,8,1,7,2,pion,,False,end_game,7.5,positive,2025-04-26 15:45:59
d30fdcc5,70,black,2,1,3,2,pion,,False,end_game,7.5,negative,2025-04-26 15:45:59
d30fdcc5,71,white,4,3,2,1,pion,"3,2",False,capture,16.5,positive,2025-04-26 15:46:01
d30fdcc5,72,black,0,9,1,8,pion,,False,end_game,6.5,negative,2025-04-26 15:46:02
d30fdcc5,73,white,7,2,6,3,pion,,False,end_game,8.5,positive,2025-04-26 15:46:03
d30fdcc5,74,black,1,8,2,7,pion,,False,end_game,7.5,negative,2025-04-26 15:46:04
d30fdcc5,75,white,6,3,5,4,pion,,False,end_game,9.5,positive,2025-04-26 15:46:06
d30fdcc5,76,black,2,7,3,6,pion,,False,end_game,8.5,negative,2025-04-26 15:46:06
d30fdcc5,77,white,3,4,2,3,pion,,False,end_game,7.5,positive,2025-04-26 15:46:10
d30fdcc5,78,black,3,6,4,5,pion,,False,end_game,9.5,negative,2025-04-26 15:46:11
d30fdcc5,79,white,5,4,3,6,pion,"4,5",False,capture,18.5,positive,2025-04-26 15:46:12
d30fdcc5,80,black,0,5,1,4,pion,,False,end_game,7.5,negative,2025-04-26 15:46:13
d30fdcc5,81,white,2,3,0,5,pion,"1,4",True,capture_promotion,32.5,positive,2025-04-26 15:46:15
d30fdcc5,82,black,0,1,1,0,pion,,False,end_game,5.5,negative,2025-04-26 15:46:16
d30fdcc5,83,white,3,6,2,7,pion,,False,end_game,7.5,positive,2025-04-26 15:46:22
d30fdcc5,84,black,1,0,3,2,pion,"2,1",False,capture,17.5,negative,2025-04-26 15:46:22
d30fdcc5,85,white,0,5,4,1,dame,"3,2",False,king_capture,19.5,positive,2025-04-26 15:46:24
