game_id,move_number,player,from_row,from_col,to_row,to_col,piece_type,captures,promotion,classification,move_score,outcome_contribution,timestamp
57219611,1,white,6,7,5,8,pion,,False,opening,8.5,positive,2025-04-26 15:57:15
57219611,2,black,3,4,4,5,pion,,False,opening,9.5,negative,2025-04-26 15:57:16
57219611,3,white,6,3,5,2,pion,,False,opening,8.5,positive,2025-04-26 15:57:17
57219611,4,black,4,5,5,4,pion,,False,opening,9.5,negative,2025-04-26 15:57:18
57219611,5,white,6,5,4,3,pion,"5,4",False,capture,18.5,positive,2025-04-26 15:57:19
57219611,6,black,3,2,5,4,pion,"4,3",False,capture,19.5,negative,2025-04-26 15:57:20
57219611,7,white,7,2,6,3,pion,,False,opening,8.5,positive,2025-04-26 15:57:23
57219611,8,black,5,4,5,0,pion,"6,3;6,1",False,multiple_capture,27.5,negative,2025-04-26 15:57:23
57219611,9,white,8,1,7,2,pion,,False,middle_game,7.5,positive,2025-04-26 15:57:27
57219611,10,black,3,6,4,5,pion,,False,middle_game,9.5,negative,2025-04-26 15:57:28
57219611,11,white,7,4,6,5,pion,,False,middle_game,9.5,positive,2025-04-26 15:57:29
57219611,12,black,4,5,5,4,pion,,False,middle_game,9.5,negative,2025-04-26 15:57:30
57219611,13,white,6,5,4,3,pion,"5,4",False,capture,18.5,positive,2025-04-26 15:57:31
57219611,14,black,2,5,3,6,pion,,False,middle_game,8.5,negative,2025-04-26 15:57:32
57219611,15,white,7,6,6,5,pion,,False,middle_game,9.5,positive,2025-04-26 15:57:34
57219611,16,black,3,6,4,5,pion,,False,middle_game,9.5,negative,2025-04-26 15:57:34
57219611,17,white,7,2,6,3,pion,,False,middle_game,8.5,positive,2025-04-26 15:57:37
57219611,18,black,4,5,5,4,pion,,False,middle_game,9.5,negative,2025-04-26 15:57:38
57219611,19,white,6,3,4,5,pion,"5,4",False,capture,19.5,positive,2025-04-26 15:57:40
57219611,20,black,2,7,3,6,pion,,False,middle_game,8.5,negative,2025-04-26 15:57:41
57219611,21,white,4,5,4,9,pion,"3,6;3,8",False,multiple_capture,27.5,positive,2025-04-26 15:57:44
57219611,22,black,1,4,2,5,pion,,False,middle_game,8.5,negative,2025-04-26 15:57:45
57219611,23,white,5,8,4,7,pion,,False,middle_game,8.5,positive,2025-04-26 15:57:46
57219611,24,black,2,5,3,6,pion,,False,middle_game,8.5,negative,2025-04-26 15:57:47
57219611,25,white,4,7,2,5,pion,"3,6",False,capture,18.5,positive,2025-04-26 15:57:48
57219611,26,black,1,6,3,4,pion,"2,5",False,capture,18.5,negative,2025-04-26 15:57:49
57219611,27,white,4,3,2,5,pion,"3,4",False,capture,18.5,positive,2025-04-26 15:57:51
57219611,28,black,2,3,3,4,pion,,False,middle_game,8.5,negative,2025-04-26 15:57:51
57219611,29,white,2,5,4,3,pion,"3,4",False,capture,18.5,positive,2025-04-26 15:57:54
57219611,30,black,3,0,4,1,pion,,False,middle_game,7.5,negative,2025-04-26 15:57:55
57219611,31,white,5,2,3,0,pion,"4,1",False,capture,16.5,positive,2025-04-26 15:57:56
57219611,32,black,0,7,1,6,pion,,False,middle_game,7.5,negative,2025-04-26 15:57:57
57219611,33,white,6,5,5,6,pion,,False,middle_game,9.5,positive,2025-04-26 15:57:59
57219611,34,black,1,6,2,5,pion,,False,middle_game,8.5,negative,2025-04-26 15:58:00
57219611,35,white,5,6,4,5,pion,,False,middle_game,9.5,positive,2025-04-26 15:58:01
57219611,36,black,2,5,3,6,pion,,False,middle_game,8.5,negative,2025-04-26 15:58:01
57219611,37,white,4,5,2,7,pion,"3,6",False,capture,17.5,positive,2025-04-26 15:58:04
57219611,38,black,1,8,3,6,pion,"2,7",False,capture,18.5,negative,2025-04-26 15:58:05
57219611,39,white,6,9,5,8,pion,,False,middle_game,8.5,positive,2025-04-26 15:58:06
57219611,40,black,3,6,4,5,pion,,False,middle_game,9.5,negative,2025-04-26 15:58:07
57219611,41,white,8,7,7,6,pion,,False,middle_game,8.5,positive,2025-04-26 15:58:08
57219611,42,black,4,5,5,4,pion,,False,middle_game,9.5,negative,2025-04-26 15:58:09
57219611,43,white,4,3,6,5,pion,"5,4",False,capture,19.5,positive,2025-04-26 15:58:11
57219611,44,black,2,1,3,2,pion,,False,middle_game,7.5,negative,2025-04-26 15:58:11
57219611,45,white,6,5,5,4,pion,,False,middle_game,9.5,positive,2025-04-26 15:58:13
57219611,46,black,3,2,4,3,pion,,False,middle_game,8.5,negative,2025-04-26 15:58:13
57219611,47,white,5,4,3,2,pion,"4,3",False,capture,17.5,positive,2025-04-26 15:58:15
57219611,48,black,2,9,3,8,pion,,False,middle_game,7.5,negative,2025-04-26 15:58:16
57219611,49,white,4,9,2,7,pion,"3,8",False,capture,17.5,positive,2025-04-26 15:58:18
57219611,50,black,0,3,1,4,pion,,False,middle_game,7.5,negative,2025-04-26 15:58:18
57219611,51,white,5,8,4,7,pion,,False,middle_game,8.5,positive,2025-04-26 15:58:20
57219611,52,black,1,4,2,5,pion,,False,middle_game,8.5,negative,2025-04-26 15:58:20
57219611,53,white,7,6,6,5,pion,,False,middle_game,9.5,positive,2025-04-26 15:58:21
57219611,54,black,2,5,3,6,pion,,False,middle_game,8.5,negative,2025-04-26 15:58:21
57219611,55,white,4,7,2,5,pion,"3,6",False,capture,18.5,positive,2025-04-26 15:58:23
57219611,56,black,1,2,2,3,pion,,False,middle_game,7.5,negative,2025-04-26 15:58:23
57219611,57,white,3,2,1,4,pion,"2,3",False,capture,17.5,positive,2025-04-26 15:58:25
57219611,58,black,0,5,2,3,pion,"1,4",False,capture,17.5,negative,2025-04-26 15:58:26
57219611,59,white,8,3,7,2,pion,,False,middle_game,7.5,positive,2025-04-26 15:58:28
57219611,60,black,2,3,3,4,pion,,False,middle_game,8.5,negative,2025-04-26 15:58:28
57219611,61,white,2,5,4,3,pion,"3,4",False,capture,18.5,positive,2025-04-26 15:58:32
57219611,62,black,0,9,1,8,pion,,False,middle_game,6.5,negative,2025-04-26 15:58:33
57219611,63,white,2,7,0,9,pion,"1,8",True,capture_promotion,30.5,positive,2025-04-26 15:58:35
57219611,64,black,1,0,2,1,pion,,False,middle_game,6.5,negative,2025-04-26 15:58:35
57219611,65,white,3,0,1,2,pion,"2,1",False,capture,16.5,positive,2025-04-26 15:58:39
57219611,66,black,0,1,2,3,pion,"1,2",False,capture,17.5,negative,2025-04-26 15:58:39
57219611,67,white,0,9,4,5,dame,,False,middle_game,11.5,positive,2025-04-26 15:58:41
57219611,68,black,2,3,3,4,pion,,False,middle_game,8.5,negative,2025-04-26 15:58:41
57219611,69,white,4,5,2,3,dame,"3,4",False,king_capture,19.5,positive,2025-04-26 15:58:43
57219611,70,black,5,0,6,1,pion,,False,end_game,7.5,negative,2025-04-26 15:58:44
57219611,71,white,7,2,5,0,pion,"6,1",False,capture,17.5,positive,2025-04-26 15:58:45
